OBJECTID,NAZOB,ICO,POCET_OBYVATEL_260311
948,Brdy,00241989,33
949,Březnice,00242004,3606
950,Buková u Příbramě,00242012,293
951,Bukovany,00662771,89
952,Cetyně,00662780,151
953,Čenkov,00242055,396
954,Čím,00242063,293
955,Daleké Dušníky,00242071,410
956,Dlouhá Lhota,00473804,356
957,Dobříš,00242098,8603
958,Dolní Hbity,00242101,860
959,Drahenice,00662798,161
960,Drahlín,00242128,532
961,Drásov,00242136,410
962,Drevníky,00242152,311
963,Drhovy,00242161,242
964,Dubenec,00662801,381
965,Dublovice,00242195,1069
966,Dubno,00662810,276
967,Háje,00662828,354
968,Hluboš,00242225,583
969,Hlubyně,00662836,136
970,Horčápsko,00662844,86
971,Hřiměždice,00242268,407
972,Hudčice,00473812,258
973,Hvožďany,00242292,820
974,Chotilsko,00242306,422
975,Chrást,00662852,206
976,Chraštice,00242331,244
977,Jablonná,00242357,370
978,Jesenice,00242373,516
979,Jince,00242381,2262
980,Kamýk nad Vltavou,00242411,891
981,Klučenice,00242420,483
982,Kňovice,00473821,324
983,Korkyně,00662861,126
984,Kosova Hora,00242471,1269
985,Kotenčice,00473839,198
986,Koupě,00498637,138
987,Kozárovice,00473847,378
988,Krásná Hora nad Vltavou,00242535,1092
989,Křepenice,00242551,160
990,Křešín,00242560,111
991,Láz,00242608,594
992,Lazsko,00662879,174
993,Lešetice,00473855,114
994,Lhota u Příbramě,00662887,479
995,Malá Hraštice,00242691,905
996,Milešov,00242721,330
997,Milín,00242730,2184
998,Modřovice,00875872,72
999,Mokrovraty,00242764,703
1000,Nalžovice,00242772,573
1001,Narysov,00662895,241
1002,Nečín,00242799,748
1003,Nedrahovice,00242802,461
1004,Nechvalice,00242829,627
1005,Nepomuk,00662909,203
1006,Nestrašovice,00662917,70
1007,Nová Ves pod Pleší,00242861,952
1008,Nové Dvory,00242870,220
1009,Nový Knín,00242888,1900
1010,Občov,00473863,121
1011,Obecnice,00242918,1242
1012,Obory,00242926,269
1013,Obořiště,00242934,629
1014,Ohrazenice,00242942,274
1015,Osečany,00473871,262
1016,Ostrov,00662925,100
1017,Ouběnice,00242993,209
1018,Pečice,00243001,372
1019,Petrovice,00243027,1351
1020,Pičín,00243035,563
1021,Počaply,00662933,105
1022,Počepice,00243060,537
1023,Podlesí,00662941,1049
1024,Prosenická Lhota,00243116,475
1025,Příbram,00243132,34022
1026,Příčovy,00473880,292
1027,Radětice,00662950,157
1028,Radíč,00473898,200
1029,Rosovice,00243191,787
1030,Rožmitál pod Třemšínem,00243221,4473
1031,Rybníky,00875899,356
1032,Sádek,00243264,222
1033,Sedlčany,00243272,7603
1034,Sedlec-Prčice,00232645,2837
1035,Sedlice,00662968,225
1036,Smolotely,00243302,223
1037,Solenice,00243311,397
1038,Stará Huť,00243329,1253
1039,Starosedlský Hrádek,00662976,134
1040,Suchodol,00243361,334
1041,Svaté Pole,00662984,377
1042,Svatý Jan,00243388,660
1043,Svojšice,00662992,98
1044,Štětkovice,00243400,311
1045,Těchařovice,00498645,41
1046,Tochovice,00243418,656
1047,Trhové Dušníky,00663000,427
1048,Třebsko,00243442,212
1049,Tušovice,00663018,93
1050,Velká Lečice,00473901,166
1051,Věšín,00243493,650
1052,Višňová,00243507,634
1053,Volenice,00243515,404
1054,Voznice,00243531,540
1055,Vrančice,00663026,154
1056,Vranovice,00243558,300
1057,Vševily,00663034,120
1058,Vysoká u Příbramě,00243574,350
1059,Vysoký Chlumec,00243582,850
1060,Zalužany,00243604,354
1061,Zbenice,00663042,126
1062,Zduchovice,00473910,296
1063,Županovice,00663051,77
1064,Bdín,00639770,59
1065,Branov,00243663,191
1066,Břežany,00639788,142
1067,Čistá,00243680,900
1068,Děkov,00639796,207
1069,Drahouš,47016035,88
1070,Hořesedly,00243710,446
1071,Hořovičky,00243728,520
1072,Hracholusky,00639818,74
1073,Hřebečníky,00243752,253
1074,Hředle,00243761,581
1075,Hvozd,00639826,171
1076,Chrášťany,00243809,639
1077,Janov,00639834,122
1078,Jesenice,00243825,1808
1079,Kalivody,00639842,92
1080,Karlova Ves,00639851,129
1081,Kněževes,00243868,1058
1082,Kolešov,00639869,136
1083,Kolešovice,00243884,826
1084,Kounov,00243892,530
1085,Kozojedy,00639877,95
1086,Krakov,00639885,130
1087,Krakovec,00639893,79
1088,Kroučová,00243931,268
1089,Krty,00639907,102
1090,Krupá,00243957,481
1091,Krušovice,00243965,628
1092,Křivoklát,00243973,688
1093,Lašovice,00243990,124
1094,Lišany,00244007,668
1095,Lubná,00244023,1055
1096,Lužná,00244031,1804
1097,Malinová,00639915,83
1098,Městečko,00244058,448
1099,Milostín,00244066,298
1100,Milý,00639923,164
1101,Mšec,00244091,880
1102,Mšecké Žehrovice,00244104,511
1103,Mutějovice,00244112,819
1104,Nesuchyně,00244121,445
1105,Nezabudice,00639931,75
1106,Nové Strašecí,00244155,5246
1107,Nový Dům,00244171,156
1108,Olešná,00244180,563
1109,Oráčov,00244198,417
1110,Panoší Újezd,00244201,295
1111,Pavlíkov,00244210,1084
1112,Petrovice,00244228,265
1113,Pochvalov,00244236,269
1114,Přerubenice,00639940,70
1115,Příčina,00244252,185
1116,Přílepy,00639958,206
1117,Pšovlky,00244279,324
1118,Pustověty,00244287,161
1119,Račice,16981901,158
1120,Rakovník,00244309,16731
1121,Roztoky,00639966,1142
1122,Ruda,00244333,733
1123,Rynholec,00244341,869
1124,Řeřichy,00639974,106
1125,Řevničov,00244368,1406
1126,Senec,00244376,233
1127,Senomaty,00244384,1072
1128,Skryje,00244392,162
1129,Slabce,00244422,762
1130,Smilovice,00639982,62
1131,Srbeč,00244449,303
1132,Svojetín,00244465,358
1133,Sýkořice,00244473,487
1134,Šanov,00244481,509
1135,Šípy,00639991,154
1136,Švihov,00640000,53
1137,Třeboc,00244511,125
1138,Třtice,00244520,460
1139,Václavy,00640018,59
1140,Velká Buková,00244571,246
1141,Velká Chmelištná,47015951,47
1142,Všesulov,00640026,142
1143,Všetaty,00244601,316
1144,Zavidov,00244619,314
1145,Zbečno,00244627,467
1146,Žďár,00640034,98
1147,Adamov,00581160,639
1148,Bečice,00581178,100
1149,Borek,00244678,1387
1150,Borovany,00244686,3998
1151,Borovnice,00581186,112
1152,Boršov nad Vltavou,00244694,1678
1153,Bošilec,00581194,200
1154,Branišov,00581666,237
1155,Břehov,00581208,133
1156,Čakov,00581216,267
1157,Čejkovice,00244724,346
1158,Čenkov u Bechyně,00512541,46
1159,České Budějovice,00244732,93883
1160,Čížkrajice,00581674,236
1161,Dasný,00581224,308
1162,Dívčice,00244775,551
1163,Dobrá Voda u Českých Budějovic,00581232,2534
1164,Dobšice,00581241,110
1165,Dolní Bukovsko,00244791,1662
1166,Doubravice,00581259,288
1167,Doudleby,00244813,420
1168,Drahotěšice,00581267,283
1169,Dražíč,00249637,221
1170,Dříteň,00244830,1565
1171,Dubičné,00581275,345
1172,Dubné,00244856,1387
1173,Dynín,00244864,336
1174,Habří,00581283,85
1175,Hartmanice,00581291,174
1176,Heřmaň,00581305,185
1177,Hlavatce,00581313,144
1178,Hlincová Hora,00581321,357
1179,Hluboká nad Vltavou,00244899,4972
1180,Homole,00244902,1292
1181,Horní Kněžeklady,00581330,105
1182,Horní Stropnice,00244929,1556
1183,Hosín,00244937,793
1184,Hosty,00581348,163
1185,Hradce,00581356,68
1186,Hranice,00581364,215
1187,Hrdějovice,00244961,1577
1188,Hůry,00581381,524
1189,Hvozdec,00581399,104
1190,Chotýčany,00581402,215
1191,Chrášťany,00245003,729
1192,Jankov,00245020,384
1193,Jílovice,00245038,941
1194,Jivno,00581411,276
1195,Kamenná,00581429,304
1196,Kamenný Újezd,00245062,2212
1197,Komařice,00581437,298
1198,Kvítkovice,00581593,104
1199,Ledenice,00245135,2346
1200,Libín,00245143,385
1201,Libníč,00581445,470
1202,Lipí,00245160,592
1203,Lišov,00245178,4117
1204,Litvínovice,00245194,2187
1205,Ločenice,00245208,621
1206,Mazelov,00581453,206
1207,Mladošovice,00245216,357
1208,Modrá Hůrka,00581763,75
1209,Mokrý Lom,00581771,101
1210,Mydlovary,00581780,293
1211,Nákří,00581798,215
1212,Nedabyle,00245224,342
1213,Neplachov,00581801,392
1214,Nová Ves,00581810,707
1215,Nové Hrady,00245267,2607
1216,Olešnice,00245283,778
1217,Olešník,00245291,760
1218,Ostrolovský Újezd,00581828,155
1219,Petříkov,00581836,275
1220,Pištín,00581844,570
1221,Planá,00581852,265
1222,Plav,00581861,382
1223,Radošovice,00581879,182
1224,Roudné,00245372,996
1225,Rudolfov,00245381,2424
1226,Římov,00245402,812
1227,Sedlec,00245411,486
1228,Slavče,00245429,584
1229,Srubec,00245445,1895
1230,Staré Hodějovice,00245453,1083
1231,Strážkovice,00245461,407
1232,Strýčice,00581887,57
1233,Střížov,00581895,198
1234,Svatý Jan nad Malší,00245488,526
1235,Ševětín,00245500,1340
1236,Štěpánovice,00245518,756
1237,Temelín,00245534,854
1238,Trhové Sviny,00245551,4998
1239,Týn nad Vltavou,00245585,8196
1240,Úsilné,00581909,417
1241,Včelná,00245607,1605
1242,Vidov,00581917,516
1243,Vitín,00581925,376
1244,Vlkov,00581933,24
1245,Vrábče,00581941,594
1246,Vráto,00581950,299
1247,Všemyslice,00245666,1010
1248,Záboří,00245691,338
1249,Zahájí,00581372,456
1250,Závraty,00581534,38
1251,Zliv,00245721,3641
1252,Zvíkov,00581968,263
1253,Žabovřesky,00245747,421
1254,Žár,00581976,326
1255,Žimutice,00245763,596
1256,Benešov nad Černou,00245780,1429
1257,Besednice,00245798,865
1258,Bohdalovice,00475785,302
1259,Boletice, ,315
1260,Brloh,00245801,1030
1261,Bujanov,00245810,562
1262,Černá v Pošumaví,00245828,808
1263,Český Krumlov,00245836,13557
1264,Dolní Dvořiště,00245844,1321
1265,Dolní Třebonín,00245852,1270
1266,Frymburk,00245861,1499
1267,Holubov,00245879,1043
1268,Horní Dvořiště,00245887,494
1269,Horní Planá,00245895,2217
1270,Hořice na Šumavě,00245909,809
1271,Chlumec,00665673,94
1272,Chvalšiny,00245925,1184
1273,Kájov,00245933,1668
1274,Kaplice,00245941,7339
1275,Křemže,00245950,2716
1276,Lipno nad Vltavou,00245976,685
1277,Loučovice,00245984,1719
1278,Malonty,00245992,1327
1279,Malšín,00475475,133
1280,Mirkovice,00246000,473
1281,Mojné,00665665,248
1282,Netřebice,00246018,471
1283,Nová Ves,00475491,428
1284,Omlenice,00246034,512
1285,Pohorská Ves,00475483,292
1286,Přední Výtoň,00246085,215
1287,Přídolí,00246093,675
1288,Přísečná,00246107,197
1289,Rožmberk nad Vltavou,00246115,396
1290,Rožmitál na Šumavě,00246123,410
1291,Soběnov,00665657,350
1292,Srnín,00475777,311
1293,Střítež,00583774,453
1294,Světlík,00246166,228
1295,Velešín,00246174,3948
1296,Větřní,00246182,4065
1297,Věžovatá Pláně,00665649,124
1298,Vyšší Brod,00246191,2565
1299,Zlatá Koruna,00246212,720
1300,Zubčice,00246221,405
1301,Zvíkov,00665681,73
1302,Báňovice,00512915,109
1303,Bednárec,00512923,107
1304,Bednáreček,00666874,194
1305,Blažejov,00246298,439
1306,Bořetín,00512931,103
1307,Březina,00476421,138
1308,Budeč,00246379,232
1309,Budíškovice,00246387,802
1310,Cep,00476706,188
1311,Cizkrajov,00246409,526
1312,Červený Hrádek,00476714,213
1313,České Velenice,00246433,3480
1314,Český Rudolec,00246441,949
1315,Číměř,00246450,703
1316,Člunek,00246468,505
1317,Dačice,00246476,7725
1318,Dešná,00246492,642
1319,Deštná,00246506,734
1320,Dívčí Kopy,42409764,68
1321,Dobrohošť,00512788,48
1322,Dolní Pěna,00512940,265
1323,Dolní Žďár,00512958,144
1324,Domanín,00512966,370
1325,Doňov,00476722,77
1326,Drunče,00666912,46
1327,Dunajovice,00512974,218
1328,Dvory nad Lužnicí,00477001,345
1329,Frahelž,00512982,161
1330,Hadravova Rosička,00666394,50
1331,Halámky,00666386,167
1332,Hamr,00666378,342
1333,Hatín,00246646,208
1334,Heřmaneč,00477010,92
1335,Horní Meziříčko,00666408,110
1336,Horní Němčice,00666416,95
1337,Horní Pěna,00246719,595
1338,Horní Radouň,00246735,236
1339,Horní Skrýchov,00666882,130
1340,Horní Slatina,00666424,158
1341,Hospříz,00246751,408
1342,Hrachoviště,00512796,80
1343,Hříšice,00246794,327
1344,Chlum u Třeboně,00246816,2119
1345,Jarošov nad Nežárkou,00246859,1114
1346,Jilem,00666432,111
1347,Jindřichův Hradec,00246875,22036
1348,Kačlehy,00666441,71
1349,Kamenný Malíkov,00666459,62
1350,Kardašova Řečice,00246905,2279
1351,Klec,00666467,167
1352,Kostelní Radouň,00477028,296
1353,Kostelní Vydří,00477303,164
1354,Kunžak,00246964,1497
1355,Lásenice,00246972,564
1356,Lodhéřov,00247014,639
1357,Lomnice nad Lužnicí,00247022,1769
1358,Lužnice,00477311,421
1359,Majdalena,00247065,491
1360,Nová Bystřice,00247138,3345
1361,Nová Olešná,00512800,115
1362,Nová Včelnice,00247146,2347
1363,Nová Ves nad Lužnicí,00666475,341
1364,Novosedly nad Nežárkou,00247171,644
1365,Okrouhlá Radouň,00666483,201
1366,Peč,00477320,430
1367,Písečné,00247227,555
1368,Pístina,00666947,195
1369,Plavsko,00512699,466
1370,Pleše,00512702,192
1371,Pluhův Žďár,00247260,614
1372,Polště,00666491,109
1373,Ponědraž,00666505,113
1374,Ponědrážka,00666513,80
1375,Popelín,00247286,511
1376,Příbraz,00666955,252
1377,Rapšach,00666521,591
1378,Ratiboř,00512711,182
1379,Rodvínov,00247375,478
1380,Roseč,00512729,210
1381,Rosička,00666904,52
1382,Slavonice,00247456,2581
1383,Smržov,00666939,104
1384,Staňkov,00666530,216
1385,Staré Hobzí,00247481,547
1386,Staré Město pod Landštejnem,00247499,515
1387,Stráž nad Nežárkou,00247502,851
1388,Strmilov,00247511,1453
1389,Stříbřec,00247529,445
1390,Střížovice,00512737,594
1391,Studená,00247545,2407
1392,Suchdol nad Lužnicí,00247561,3675
1393,Světce,00666921,141
1394,Třebětice,00666548,297
1395,Třeboň,00247618,8636
1396,Újezdec,00512745,72
1397,Velký Ratmírov,00666556,224
1398,Vícemil,00666891,81
1399,Višňová,00512753,75
1400,Vlčetínec,00666572,54
1401,Volfířov,00247715,706
1402,Vydří,00666581,128
1403,Záblatí,00512761,76
1404,Záhoří,00512770,129
1405,Zahrádky,00666564,229
1406,Žďár,00583952,98
1407,Županovice,00666599,63
1408,Albrechtice nad Vltavou,00249521,840
1409,Bernartice,00249530,1296
1410,Borovany,00511455,208
1411,Boudy,00511706,178
1412,Božetice,00249556,381
1413,Branice,00249564,310
1414,Cerhonice,00511714,136
1415,Čimelice,00249599,972
1416,Čížová,00249602,1087
1417,Dobev,00249629,812
1418,Dolní Novosedly,00512036,218
1419,Drhovle,00249645,528
1420,Heřmaň,00249653,248
1421,Horosedly,00583961,119
1422,Hrazany,00249670,288
1423,Hrejkovice,00249688,481
1424,Chyšky,00249718,1087
1425,Jetětice,00249734,291
1426,Jickovice,00511471,97
1427,Kestřany,00249742,687
1428,Kluky,00249751,575
1429,Kostelec nad Vltavou,00249769,401
1430,Kovářov,00249777,1445
1431,Kožlí,00582948,52
1432,Králova Lhota,00249785,215
1433,Křenovice,00511781,159
1434,Křižanov,00476188,100
1435,Kučeř,00249807,180
1436,Květov,00511480,109
1437,Lety,00249823,260
1438,Milevsko,00249831,8816
1439,Minice,00511749,38
1440,Mirotice,00249840,1192
1441,Mirovice,00249858,1572
1442,Mišovice,00511722,206
1443,Myslín,00583979,86
1444,Nerestce,00511731,109
1445,Nevězice,00511757,157
1446,Okrouhlá,00583863,72
1447,Olešná,00511986,104
1448,Orlík nad Vltavou,00249939,309
1449,Osek,00511684,137
1450,Oslov,00249955,333
1451,Ostrovec,00249963,380
1452,Paseky,00512010,153
1453,Písek,00249998,29880
1454,Podolí I,00250007,370
1455,Probulov,00582930,59
1456,Protivín,00250023,4944
1457,Přeborov,00583987,131
1458,Předotice,00475289,501
1459,Přeštěnice,00250040,288
1460,Putim,00250058,506
1461,Rakovice,00512061,221
1462,Ražice,00250074,388
1463,Sepekov,00250091,1363
1464,Skály,00250104,281
1465,Slabčice,00250112,334
1466,Smetanova Lhota,00250121,276
1467,Stehlovice,00582051,108
1468,Tálín,00250163,165
1469,Temešvár,00512052,121
1470,Varvažov,00512001,180
1471,Veselíčko,00476463,192
1472,Vlastec,00511773,209
1473,Vlksice,00511994,140
1474,Vojníkov,00512044,81
1475,Vráž,00250210,296
1476,Vrcovice,00476471,167
1477,Záhoří,00250244,817
1478,Zbelítov,00511692,349
1479,Zběšičky,00511463,145
1480,Zhoř,00250287,282
1481,Zvíkovské Podhradí,00511765,200
1482,Žďár,00512028,243
1483,Babice,00582964,96
1484,Bohumilice,00250333,315
1485,Bohunice,00582972,44
1486,Borová Lada,00250341,269
1487,Bošice,00250350,285
1488,Budkov,00583332,93
1489,Buk,00582981,289
1490,Bušanovice,00582999,239
1491,Čkyně,00250384,1568
1492,Drslavice,00583006,87
1493,Dub,00250406,423
1494,Dvory,00583014,70
1495,Horní Vltavice,00250422,388
1496,Hracholusky,00250431,469
1497,Husinec,00250449,1394
1498,Chlumany,00583022,338
1499,Chroboly,00250465,472
1500,Chvalovice,00583031,181
1501,Kratušín,00583049,55
1502,Křišťanov,00583308,115
1503,Ktiš,00250503,504
1504,Kubova Huť,00583057,108
1505,Kvilda,00250511,174
1506,Lažiště,00250520,308
1507,Lčovice,00583324,154
1508,Lenora,00250538,800
1509,Lhenice,00250546,1830
1510,Lipovice,00583065,191
1511,Lužice,00583073,38
1512,Mahouš,00583081,156
1513,Malovice,00250571,640
1514,Mičovice,00583090,337
1515,Nebahovy,00250597,480
1516,Němčice,00250554,192
1517,Netolice,00250601,2619
1518,Nicov,00583405,84
1519,Nová Pec,00250619,498
1520,Nové Hutě,00583316,84
1521,Olšovice,00583103,47
1522,Pěčnov,00583120,129
1523,Prachatice,00250627,11420
1524,Radhostice,00250643,161
1525,Stachy,00250678,1206
1526,Stožec,00250686,204
1527,Strážný,00250694,482
1528,Strunkovice nad Blanicí,00250708,1228
1529,Svatá Maří,00250716,552
1530,Šumavské Hoštice,00250732,394
1531,Těšovice,00250741,293
1532,Tvrzice,00250767,128
1533,Újezdec,00583138,77
1534,Vacov,00250783,1422
1535,Vimperk,00250805,7747
1536,Vitějovice,00250813,503
1537,Vlachovo Březí,00250821,1696
1538,Volary,00250830,3937
1539,Vrbice,00583421,66
1540,Záblatí,00250848,358
1541,Zábrdí,00583146,60
1542,Zálezly,00250856,302
1543,Zbytiny,00250864,308
1544,Zdíkov,00250872,1707
1545,Žárovná,00583413,115
1546,Želnava,00583154,118
1547,Žernovice,00583162,266
1548,Bavorov,00250945,1511
1549,Bělčice,00250953,1023
1550,Bezdědovice,00476838,334
1551,Bílsko,00250970,216
1552,Blatná,00250996,6777
1553,Bratronice,00476846,54
1554,Březí,47256851,73
1555,Budyně,46684441,48
1556,Buzice,47256869,157
1557,Cehnice,00251038,483
1558,Čečelovice,00475629,168
1559,Čejetice,00251054,918
1560,Čepřovice,00228702,180
1561,Čestice,00251089,923
1562,Číčenice,00251097,477
1563,Doubravice,00251101,253
1564,Drahonice,00251135,349
1565,Drachkov,46684450,166
1566,Drážov,00251143,251
1567,Droužetice,46684468,107
1568,Dřešín,00251160,306
1569,Hajany,60829257,119
1570,Hájek,46684476,41
1571,Hlupín,00477125,98
1572,Horní Poříčí,00477133,312
1573,Hornosín,00477141,69
1574,Hoslovice,00251216,175
1575,Hoštice,00251232,156
1576,Chelčice,00251241,433
1577,Chlum,48222631,200
1578,Chobot,00477427,59
1579,Chrášťovice,00251267,246
1580,Jinín,00477435,184
1581,Kadov,00251283,357
1582,Kalenice,00477443,97
1583,Katovice,00251305,1340
1584,Kladruby,46684484,147
1585,Kocelovice,00667579,167
1586,Krajníčko,00667587,98
1587,Kraselov,00251364,224
1588,Krašlovice,00667595,162
1589,Krejnice,00667617,74
1590,Krty-Hradec,00667609,133
1591,Kuřimany,46684492,27
1592,Kváskovice,00667625,107
1593,Lažánky,00667633,87
1594,Lažany,46687700,58
1595,Libějovice,00667641,469
1596,Libětice,00667650,79
1597,Litochovice,00667668,299
1598,Lnáře,00251437,743
1599,Lom,00667676,120
1600,Mačkov,00667684,291
1601,Malenice,00251461,646
1602,Mečichov,00251470,248
1603,Měkynec,00667692,37
1604,Milejovice,00667706,72
1605,Miloňovice,00251488,289
1606,Mnichov,00667714,256
1607,Mutěnice,46687718,217
1608,Myštice,00251542,282
1609,Nebřehovice,00667722,140
1610,Němčice,00667731,115
1611,Němětice,00667749,118
