"zadavatel","datum","cena"
"Praha","2010-06-17",720000
"Praha","2010-05-21",1485000
"Praha","2009-06-12",2356200
"Praha","2008-01-11",14697900
"Praha","2009-09-24",1550000
"Praha","2010-06-01",2268000
"Praha","2009-08-24",487900
"Praha","2009-05-15",1820000
"Praha","2010-05-26",560000
"Praha","2009-06-15",1899000
"Praha","2009-05-29",1680000
"Praha","2011-06-27",4885872
"Praha","2009-05-05",528824
"Praha","2010-01-07",386100
"Praha","2009-11-26",1790952
"Praha","2010-06-30",624000
"Praha","2009-09-22",1047200
"Praha","2010-09-24",2055144
"Praha","2009-04-21",585000
"Praha","2009-04-20",550000
"Praha","2009-12-14",2237200
"Praha","2010-03-18",1814000
"Praha","2009-10-27",2122435
"Praha","2009-05-19",2283610
"Praha","2010-05-14",1034409
"Praha","2006-09-15",5582426
"Praha","2009-10-06",733444
"Praha","2008-10-10",11219180
"Praha","2009-11-19",5600098
"Praha","2009-08-13",5509904
"Praha","2011-06-30",2257350
"Praha","2010-08-02",2838338
"Praha","2010-04-30",1836830
"Praha","2010-03-11",1130500
"Praha","2010-05-10",1685235
"Praha","2010-08-02",3818000
"Praha","2010-03-15",5846136
"Praha","2007-10-19",31980570
"Praha","2009-05-07",2268568
"Praha","2009-10-20",2142000
"Praha","2010-09-10",1497030
"Praha","2009-03-10",20777884
"Praha","2009-08-28",793553
"Praha","2011-04-29",1642500
"Praha","2009-10-01",2142000
"Praha","2010-10-01",594000
"Praha","2010-08-06",5440705
"Praha","2009-07-16",2140810
"Praha","2009-06-19",2894884
"Praha","2011-01-26",1549950
"Praha","2010-09-09",4559250
"Praha","2008-02-11",120250000
"Praha","2009-08-26",450000
"Praha","2011-06-03",970000
"Praha","2012-06-26",5250246
"Praha","2009-09-02",2349060
"Praha","2010-04-19",2123148
"Praha","2009-09-09",2344121
"Praha","2011-08-25",792500
"Praha","2009-11-20",4201550
"Praha","2010-12-17",2268000
"Praha","2010-05-20",525000
"Praha","2009-04-08",173975
"Praha","2011-09-23",2077829
"Praha","2008-06-27",19116304
"Praha","2012-12-11",1647080
"Praha","2009-03-24",1048000
"Praha","2010-08-13",2253600
"Praha","2009-10-14",5269263
"Praha","2011-10-11",8847085
"Praha","2009-10-29",5890439
"Praha","2011-03-21",1242000
"Praha","2010-03-19",1962000
"Praha","2009-04-22",2249100
"Praha","2010-10-04",696000
"Praha","2009-07-24",171000
"Praha","2009-08-25",4248887
"Praha","2010-09-01",7008442
"Praha","2011-07-27",1636680
"Praha","2009-12-17",1740000
"Praha","2013-05-24",2464004
"Praha","2010-06-07",185880
"Praha","2009-04-01",1071000
"Praha","2009-11-06",1829826
"Praha","2009-06-15",1911905
"Praha","2007-11-09",19490000
"Praha","2010-01-22",5366130
"Praha","2008-09-29",9299794
"Praha","2011-07-11",5668070
"Praha","2011-05-23",773079
"Praha","2010-12-20",2301120
"Praha","2013-10-11",106524806
"Praha","2010-05-28",1794000
"Praha","2009-05-13",2366196
"Praha","2012-01-10",4830000
"Praha","2011-06-08",707696
"Praha","2009-11-16",5976144
"Praha","2009-07-20",4621806
"Praha","2009-10-20",2249100
"Praha","2010-12-28",738600
"Praha","2010-09-14",1878600
"Praha","2010-09-27",685237
"Praha","2010-10-18",3205412
"Praha","2007-11-23",4181584
"Praha","2009-08-12",2191980
"Praha","2011-07-12",5950000
"Praha","2010-11-03",1908000
"Praha","2010-07-14",4543757
"Praha","2009-08-18",8620495
"Praha","2012-01-10",53420000
"Praha","2011-06-10",3306861
"Praha","2007-03-02",19954992
"Praha","2009-12-02",2298879
"Praha","2009-04-30",1618380
"Praha","2010-07-31",1844500
"Praha","2011-04-26",1004206
"Praha","2010-08-23",3477899
"Praha","2010-11-16",5295299
"Praha","2010-12-22",2330928
"Praha","2010-04-23",1794840
"Praha","2009-08-19",1131944
"Praha","2009-11-09",1641340
"Praha","2012-07-17",4166666
"Praha","2010-11-01",1304627
"Praha","2009-07-15",1794000
"Praha","2010-08-02",2422280
"Praha","2012-11-13",4541775
"Praha","2009-08-03",844900
"Praha","2010-04-02",795000
"Praha","2007-12-10",19999715
"Praha","2008-08-11",16378646
"Praha","2010-01-12",1892400
"Praha","2008-12-09",8992354
"Praha","2009-04-10",2284800
"Praha","2010-01-20",672707
"Praha","2010-11-22",2033280
"Praha","2009-10-26",6887084
"Praha","2009-10-23",12435884
"Praha","2007-12-17",4960000
"Praha","2011-08-02",1132000
"Praha","2010-11-04",2292000
"Praha","2010-08-24",2028240
"Praha","2010-10-25",676080
"Praha","2008-07-25",928900
"Praha","2009-09-21",2130100
"Praha","2009-11-19",5976544
"Praha","2006-11-20",450000
"Praha","2010-07-19",1600000
"Praha","2014-01-21",8600000
"Praha","2009-11-13",1994440
"Praha","2009-11-03",1053745
"Praha","2011-03-23",786240
"Praha","2011-07-22",2229860
"Praha","2009-11-02",1526770
"Praha","2010-05-26",4399670
"Praha","2010-06-02",960000
"Praha","2010-02-12",1935881
"Praha","2010-05-10",830400
"Praha","2009-06-03",4585794
"Praha","2012-06-29",6943200
"Praha","2010-03-09",1911110
"Praha","2010-04-26",5887868
"Praha","2009-11-27",5750876
"Praha","2009-09-04",5775557
"Praha","2009-10-05",5283409
"Praha","2010-04-12",5695048
"Praha","2010-06-29",751436
"Praha","2010-04-23",7146655
"Praha","2009-09-10",258000
"Praha","2011-06-03",26000000
"Praha","2009-08-19",4324329
"Praha","2009-12-10",2023000
"Praha","2009-08-03",1570800
"Praha","2010-08-30",4694416
"Praha","2010-09-23",1965150
"Praha","2010-02-11",619700
"Praha","2009-02-23",2641508
"Praha","2009-09-01",2005396
"Praha","2006-12-19",955757
"Praha","2009-04-10",650000
"Praha","2008-10-27",266500
"Praha","2009-10-21",1493708
"Praha","2010-02-02",1296000
"Praha","2009-06-18",1649000
"Praha","2009-08-13",893000
"Praha","2009-06-15",7523903
"Praha","2010-02-08",1050000
"Praha","2009-08-24",2034900
"Praha","2009-06-17",846450
"Praha","2009-03-13",17357573
"Praha","2009-10-26",6305034
"Praha","2010-05-26",2253600
"Praha","2009-01-09",10952358
"Praha","2014-02-26",11208353
"Praha","2010-03-08",834380
"Praha","2010-08-11",1000000
"Praha","2010-07-23",768960
"Praha","2007-05-18",1084032
"Praha","2006-08-07",41566578
"Praha","2014-11-14",50250000
"Praha","2009-11-26",895600
"Praha","2006-11-03",8450000
"Praha","2011-09-23",495000
"Praha","2009-08-14",1999990
"Praha","2010-11-23",650990
"Praha","2011-01-14",621489
"Praha","2010-04-28",544440
"Praha","2009-06-15",2165800
"Praha","2009-11-03",1032313
"Praha","2010-12-03",1187952
"Praha","2008-03-07",98539893
"Praha","2010-07-01",513000
"Praha","2009-05-04",1155973
"Praha","2009-11-10",8009250
"Praha","2010-06-16",3887466
"Praha","2010-06-24",1804692
"Praha","2009-06-24",2332258
"Praha","2009-12-09",5568132
"Praha","2009-04-07",815000
"Praha","2009-09-08",1860000
"Praha","2009-09-29",1058000
"Praha","2006-08-01",1493100
"Praha","2010-12-07",1350387
"Praha","2010-05-03",1526400
"Praha","2009-11-10",720362
"Praha","2010-09-13",570000
"Praha","2009-06-19",5852000
"Praha","2010-02-19",1858440
"Praha","2010-05-07",1784000
"Praha","2010-07-21",655200
"Praha","2009-12-01",1182000
"Praha","2010-08-19",1056000
"Praha","2012-09-13",28372453
"Praha","2009-06-10",932960
"Praha","2010-02-12",1680000
"Praha","2006-07-18",64994687
"Praha","2010-03-01",2800
"Praha","2009-11-16",5156900
"Praha","2010-03-26",1492633
"Praha","2009-10-05",797300
"Praha","2009-10-06",583100
"Praha","2009-10-20",524390
"Praha","2011-05-10",638225
"Praha","2010-05-11",5897480
"Praha","2009-10-02",1582700
"Praha","2010-06-23",1440000
"Praha","2009-08-10",685000
"Praha","2014-03-19",47738316
"Praha","2009-09-10",1854000
"Praha","2010-06-02",978600
"Praha","2009-10-21",2324308
"Praha","2011-11-30",2195083
"Praha","2009-03-06",2246720
"Praha","2010-11-30",1922400
"Praha","2010-02-19",4950000
"Praha","2010-10-06",879640
"Praha","2010-09-27",1915000
"Praha","2009-10-14",1910000
"Praha","2010-04-12",1620000
"Praha","2010-11-01",1098000
"Praha","2010-07-30",2385600
"Praha","2009-10-14",639111
"Praha","2009-05-25",649500
"Praha","2011-03-17",2398632
"Praha","2011-09-02",1585500
"Praha","2011-03-30",412350
"Praha","2011-04-20",578500
"Praha","2009-05-19",1954218
"Praha","2011-08-11",3630000
"Praha","2011-05-09",1974000
"Praha","2011-07-13",1255478
"Praha","2009-09-09",1785000
"Praha","2008-04-08",10587820
"Praha","2011-11-18",1556627
"Praha","2010-12-16",1672800
"Praha","2010-02-23",986110
"Praha","2011-01-03",1113000
"Praha","2011-01-03",2271240
"Praha","2011-01-06",1975000
"Praha","2013-01-22",11773975
"Praha","2009-11-30",831000
"Praha","2009-10-27",991530
"Praha","2009-11-20",1948568
"Praha","2010-05-21",4296190
"Praha","2011-07-29",16399726
"Praha","2010-09-13",2040000
"Praha","2009-04-14",5424565
"Praha","2009-06-15",3288523
"Praha","2010-08-06",5690101
"Praha","2007-06-15",1499725
"Praha","2010-05-17",1595000
"Praha","2010-04-12",1956300
"Praha","2011-12-16",12000056
"Praha","2010-10-11",1390
"Praha","2009-08-12",2037280
"Praha","2009-08-31",4311680
"Praha","2010-05-28",1180000
"Praha","2013-08-02",19722072
"Praha","2010-07-21",904180
"Praha","2009-05-29",1426810
"Praha","2011-06-29",1954715
"Praha","2010-04-12",1207200
"Praha","2010-09-07",1940650
"Praha","2009-11-18",5468000
"Praha","2009-04-23",611000
"Praha","2009-10-01",1344700
"Praha","2010-05-31",1372080
"Praha","2012-09-13",27900284
"Praha","2009-07-24",19777235
"Praha","2012-09-03",7655392
"Praha","2009-09-02",2332400
"Praha","2009-11-13",5997763
"Praha","2010-09-23",5220000
"Praha","2010-06-25",1900000
"Praha","2009-09-14",5783050
"Praha","2012-12-18",206970
"Praha","2009-08-25",6783515
"Praha","2009-04-09",1900000
"Praha","2006-09-15",25981945
"Praha","2010-09-10",2398034
"Praha","2010-08-18",5795943
"Praha","2010-07-01",1487704
"Praha","2009-04-16",1999999
"Praha","2010-01-21",4836855
"Praha","2011-09-26",1382000
"Praha","2009-08-18",1950000
"Praha","2009-09-03",605369
"Praha","2009-06-29",3499760
"Praha","2010-02-24",3993337
"Praha","2010-06-30",4785187
"Praha","2010-08-09",1848000
"Praha","2010-05-04",3765507
"Praha","2010-11-10",1895670
"Praha","2007-06-18",4030000
"Praha","2011-01-12",11384690
"Praha","2009-11-16",596000
"Praha","2009-07-03",1699320
"Praha","2009-10-27",6925904
"Praha","2009-09-23",1939880
"Praha","2011-04-13",1517093
"Praha","2009-06-18",717000
"Praha","2013-01-25",196680040
"Praha","2011-05-02",1425000
"Praha","2010-05-24",535770
"Praha","2011-08-22",483351
"Praha","2010-06-21",1189000
"Praha","2009-05-21",3155695
"Praha","2011-05-18",6699842
"Praha","2007-07-24",18299253
"Praha","2009-10-26",2480542
"Praha","2011-01-03",2124000
"Praha","2010-09-02",1550000
"Praha","2009-10-21",637844
"Praha","2010-05-12",1387320
"Praha","2012-08-09",5293565
"Praha","2010-06-21",1550000
"Praha","2009-11-26",1199758
"Praha","2011-03-04",667350
"Praha","2011-06-03",56331379
"Praha","2009-04-23",1780478
"Praha","2010-11-23",2304000
"Praha","2009-11-12",2099302
"Praha","2011-04-18",858400
"Praha","2009-04-06",623000
"Praha","2009-03-20",546362
"Praha","2010-06-23",3775785
"Praha","2010-04-26",1339000
"Praha","2009-05-05",1386200
"Praha","2011-09-23",466572
"Praha","2009-09-15",1182634
"Praha","2009-10-20",2579609
"Praha","2010-12-17",11865334
"Praha","2010-01-29",1880000
"Praha","2008-12-22",19770553
"Praha","2010-01-08",269947
"Praha","2009-06-26",5680000
"Praha","2012-01-05",4594498
"Praha","2009-10-26",1788700
"Praha","2010-09-22",5959200
"Praha","2010-10-27",665000
"Praha","2009-11-13",21205
"Praha","2010-11-15",2798946
"Praha","2009-09-30",1160000
"Praha","2011-08-01",1350000
"Praha","2013-07-02",7787988
"Praha","2009-12-11",1565891
"Praha","2011-02-22",1979450
"Praha","2011-06-23",1237946
"Praha","2010-05-25",2315530
"Praha","2014-11-14",197184302
"Praha","2007-06-29",75848527
"Praha","2009-07-31",2249100
"Praha","2011-08-01",1400000
"Praha","2009-10-01",1547000
"Praha","2011-10-27",2959260
"Praha","2007-10-01",9700000
"Praha","2010-09-15",980000
"Praha","2010-01-08",786240
"Praha","2010-02-09",1796380
"Praha","2009-05-06",1996857
"Praha","2009-11-30",1657875
"Praha","2009-09-01",5968427
"Praha","2009-03-31",2140334
"Praha","2009-11-23",5610000
"Praha","2009-11-16",32896048
"Praha","2009-08-28",2255852
"Praha","2011-03-28",16977000
"Praha","2011-05-06",3855040
"Praha","2011-03-28",769935
"Praha","2009-10-27",2227680
"Praha","2009-09-02",1949220
"Praha","2011-02-21",2360311
"Praha","2009-09-01",1939524
"Praha","2009-08-10",2341920
"Praha","2009-06-11",1699320
"Praha","2012-09-06",2974039
"Praha","2010-12-08",4900000
"Praha","2006-10-17",2850000
"Praha","2007-10-22",137990000
"Praha","2010-09-22",6691867
"Praha","2011-06-20",510000
"Praha","2011-06-27",2298255
"Praha","2009-12-09",2201500
"Praha","2009-12-04",1400000
"Praha","2009-07-02",2320500
"Praha","2011-06-28",8867563
"Praha","2010-01-20",625000
"Praha","2011-10-21",4125000
"Praha","2010-01-07",1026200
"Praha","2009-10-20",1099400
"Praha","2010-09-13",1017445
"Praha","2012-04-06",1385520
"Praha","2010-09-29",686000
"Praha","2010-09-16",4023165
"Praha","2006-12-08",50916415
"Praha","2009-05-28",3144016
"Praha","2010-06-25",658400
"Praha","2013-02-12",8250000
"Praha","2009-06-17",1061848
"Praha","2010-10-01",3011785
"Praha","2010-02-12",5590000
"Praha","2009-12-15",2339540
"Praha","2009-02-09",4499992
"Praha","2009-07-06",1566216
"Praha","2009-11-23",1083242
"Praha","2009-11-30",5680248
"Praha","2010-07-23",2016000
"Praha","2009-04-23",1303050
"Praha","2013-12-19",4847414
"Praha","2011-09-20",1600400
"Praha","2009-06-05",1802806
"Praha","2009-10-21",1400000
"Praha","2009-04-23",1060290
"Praha","2007-02-16",43984236
"Praha","2009-04-16",1653815
"Praha","2010-11-15",2185920
"Praha","2009-10-19",1999200
"Praha","2010-05-05",1249597
"Praha","2009-09-11",1844500
"Praha","2009-02-02",5784000
"Praha","2009-05-20",1750000
"Praha","2009-04-06",1016200
"Praha","2010-12-08",1069500
"Praha","2010-11-22",18333200
"Praha","2011-06-07",2331600
"Praha","2011-03-30",237325
"Praha","2010-12-14",666000
"Praha","2007-04-02",8526407
"Praha","2006-09-15",22999250
"Praha","2010-10-04",996000
"Praha","2006-12-22",1267728
"Praha","2010-09-13",537000
"Praha","2009-10-08",1654100
"Praha","2009-09-21",1924185
"Praha","2006-10-17",1669108
"Praha","2009-10-02",5000000
"Praha","2011-05-20",48838
"Praha","2009-12-02",885403
"Praha","2010-10-21",544035
"Praha","2009-01-30",5820000
"Praha","2011-06-07",2082535
"Praha","2010-02-12",840000
"Praha","2010-06-15",4098690
"Praha","2013-04-25",1061400
"Praha","2008-05-30",900566
"Praha","2013-04-08",1881670
"Praha","2010-06-21",5909382
"Praha","2010-09-16",1500000
"Praha","2007-03-16",10414391
"Praha","2009-11-24",2139620
"Praha","2009-11-11",1832600
"Praha","2010-03-26",2900000
"Praha","2010-05-14",18344712
"Praha","2011-06-06",62964467
"Praha","2010-09-09",2277480
"Praha","2009-11-23",689676
"Praha","2012-09-04",5900000
"Praha","2011-09-05",5993875
"Praha","2011-09-26",1649700
"Praha","2010-10-01",5789431
"Praha","2010-03-29",432000
"Praha","2009-11-02",2226966
"Praha","2009-10-14",5331312
"Praha","2011-09-23",16860000
"Praha","2009-10-20",4512222
"Praha","2013-03-29",2569665
"Praha","2009-11-03",1824162
"Praha","2010-06-21",1575000
"Praha","2011-08-01",1185000
"Praha","2009-07-03",2835577
"Praha","2007-12-07",8698000
"Praha","2008-11-28",6950305
"Praha","2009-07-21",19351584
"Praha","2009-08-25",5176408
"Praha","2010-09-24",6482065
"Praha","2009-12-11",28713276
"Praha","2009-11-09",767550
"Praha","2009-10-01",1261400
"Praha","2011-06-13",1525674
"Praha","2007-01-12",2877676
"Praha","2010-07-30",1799999
"Praha","2010-01-25",5598395
"Praha","2009-11-02",999054
"Praha","2010-05-14",5830493
"Praha","2009-09-30",1886150
"Praha","2010-03-18",1957950
"Praha","2013-11-14",6469936
"Praha","2009-06-25",4795700
"Praha","2009-08-17",2626448
"Praha","2009-03-20",2120580
"Praha","2010-09-08",906456
"Praha","2010-05-20",1418000
"Praha","2009-09-02",1968676
"Praha","2008-06-27",970020
"Praha","2010-07-30",934527
"Praha","2010-07-28",843360
"Praha","2014-12-09",3735219
"Praha","2009-11-11",710000
"Praha","2009-12-04",2940837
"Praha","2011-07-15",900000
"Praha","2010-02-22",892155
"Praha","2009-06-10",2356200
"Praha","2013-01-24",2380000
"Praha","2010-11-26",266302555
"Praha","2009-09-02",2343705
"Praha","2010-05-25",1344700
"Praha","2009-09-14",1400000
"Praha","2007-11-23",18800000
"Praha","2011-04-08",890900
"Praha","2009-05-22",1390445
"Praha","2012-01-10",4818000
"Praha","2008-12-22",12957423
"Praha","2009-11-03",2201500
"Praha","2007-05-15",2715688
"Praha","2009-08-24",475524
"Praha","2009-06-10",2199834
"Praha","2009-10-22",2136050
"Praha","2010-09-27",6787227
"Praha","2010-05-20",1603000
"Praha","2011-03-14",1193100
"Praha","2010-09-20",5897469
"Praha","2009-05-28",2660718
"Praha","2010-05-10",1665500
"Praha","2010-02-12",92027826
"Praha","2009-10-26",1987300
"Praha","2010-10-15",196799944
"Praha","2009-06-15",2142724
"Praha","2010-06-21",1860000
"Praha","2009-10-23",2082500
"Praha","2006-11-03",82440410
"Praha","2010-03-22",2409368
"Praha","2010-09-30",5978309
"Praha","2009-09-05",2343110
"Praha","2011-07-18",619793
"Praha","2010-09-29",2224800
"Praha","2010-07-14",1695000
"Praha","2010-04-19",6600000
"Praha","2009-07-23",891310
"Praha","2009-06-03",950
"Praha","2011-09-29",729600
"Praha","2010-09-13",3295547
"Praha","2010-02-12",5489680
"Praha","2009-11-02",1184288
"Praha","2010-08-09",1267200
"Praha","2010-03-25",1242080
"Praha","2011-05-31",412067
"Praha","2010-11-22",18333200
"Praha","2009-10-20",934150
"Praha","2010-08-30",1634760
"Praha","2010-08-05",1668535
"Praha","2007-05-15",14601081
"Praha","2007-09-27",8690595
"Praha","2010-08-06",300000
"Praha","2009-11-02",2038661
"Praha","2008-11-28",1142885
"Praha","2009-10-15",1814750
"Praha","2010-08-31",5935000
"Praha","2009-09-25",5685496
"Praha","2010-05-31",1490300
"Praha","2011-12-09",90100000
"Praha","2010-02-02",1327445
"Praha","2010-08-18",1775573
"Praha","2010-02-01",2310000
"Praha","2009-05-20",1783274
"Praha","2009-07-31",1096109
"Praha","2009-11-26",1666088
"Praha","2009-11-03",1999997
"Praha","2010-08-26",776293
"Praha","2010-06-18",589600
"Praha","2011-09-09",4858060
"Praha","2009-05-27",5878099
"Praha","2011-09-19",4750000
"Praha","2010-08-13",4500000
"Praha","2011-02-25",2200000
"Praha","2010-07-14",696000
"Praha","2010-04-02",634237
"Praha","2009-08-31",44836859
"Praha","2009-10-01",60989832
"Praha","2007-05-14",10162260
"Praha","2010-06-22",1232660
"Praha","2010-08-04",1103280
"Praha","2010-06-18",983270
"Praha","2011-06-07",1193279
"Praha","2010-05-11",543996
"Praha","2009-09-09",1655000
"Praha","2007-12-14",12830417
"Praha","2010-08-25",780100
"Praha","2010-10-04",1356000
"Praha","2011-09-13",5198289
"Praha","2008-07-18",18615332
"Praha","2009-11-05",500000
"Praha","2009-05-12",1987204
"Praha","2009-07-02",2326450
"Praha","2009-08-12",2084505
"Praha","2011-04-04",1324040
"Praha","2012-09-27",43017307
"Praha","2010-01-25",5625465
"Praha","2009-07-08",692000
"Praha","2010-08-13",3833197
"Praha","2011-04-14",1900
"Praha","2007-09-18",3115157
"Praha","2010-04-16",2850000
"Praha","2010-04-23",2271130
"Praha","2009-10-01",2377620
"Praha","2009-07-31",2015721
"Praha","2012-10-31",5500000
"Praha","2009-05-12",2259810
"Praha","2010-12-27",2364070
"Praha","2008-05-02",3674663
"Praha","2011-07-01",2697990
"Praha","2010-01-18",747007
"Praha","2010-10-25",1495598
"Praha","2007-06-22",4889000
"Praha","2010-04-26",1328900
"Praha","2011-06-20",1100000
"Praha","2009-09-25",4312400
"Praha","2010-08-03",1180000
"Praha","2010-05-05",1180000
"Praha","2011-05-27",5950000
"Praha","2009-11-11",997204
"Praha","2009-09-09",1820671
"Praha","2010-07-21",1914480
"Praha","2010-06-11",597586
"Praha","2010-07-19",3770610
"Praha","2010-05-19",1501765
"Praha","2008-11-28",16596324
"Praha","2009-10-23",5496000
"Praha","2009-02-06",4950000
"Praha","2013-02-12",8250000
"Praha","2014-07-04",9677771
"Praha","2009-09-01",791350
"Praha","2009-12-03",1264801
"Praha","2009-10-15",1067430
"Praha","2010-09-24",1898650
